vehicle_id,type,lat,lng,base_risk,traffic_factor,anomaly_score,driver_fatigue,speed,fuel_level,route_name,convoy_id,convoy_size,convoy_rank,convoy_spacing_nm,sea_condition,sea_congestion,route_progress
V-00203,vehicle,25.067352,55.132606,0.9824,0.7742,0.25,0.6309,34.83,35.89,,,0,0,0.0,,0.0,0.0
V-00204,vehicle,12.65289,74.895116,0.1311,0.5129,0.1743,0.7362,53.01,95.96,,,0,0,0.0,,0.0,0.0
V-00205,vehicle,13.148535,76.987679,0.1355,0.5651,0.2278,0.7104,59.43,46.29,,,0,0,0.0,,0.0,0.0
V-00206,vehicle,14.211409,75.809131,0.1416,0.3255,0.0991,0.6083,75.43,41.17,,,0,0,0.0,,0.0,0.0
V-00207,vehicle,14.91085,76.906893,0.8939,0.8471,0.8215,0.8428,44.56,34.7,,,0,0,0.0,,0.0,0.0
V-00208,vehicle,12.621241,74.868316,0.5667,0.8681,0.5891,0.8407,44.11,70.26,,,0,0,0.0,,0.0,0.0
V-00209,vehicle,25.075443,55.124033,0.2934,0.336,0.0548,0.3476,60.23,80.55,,,0,0,0.0,,0.0,0.0
V-00210,vehicle,25.105511,55.379248,0.9807,0.6802,0.3078,0.4834,41.56,85.01,,,0,0,0.0,,0.0,0.0
V-00211,vehicle,13.027329,76.187181,0.3655,0.5575,0.3769,0.7139,52.33,98.45,,,0,0,0.0,,0.0,0.0
V-00212,ship,21.019533,61.100417,0.1016,0.1363,0.0497,0.0871,24.22,52.65,Karnataka-MidSea-Dubai,CONVOY-282,4,4,2.45,calm,0.0,0.685
V-00213,vehicle,25.125315,55.347785,0.8007,0.5569,0.1988,0.3998,55.24,37.79,,,0,0,0.0,,0.0,0.0
V-00214,vehicle,13.461427,76.762808,0.0933,0.4792,0.2217,0.6015,48.75,45.71,,,0,0,0.0,,0.0,0.0
V-00215,vehicle,13.250898,78.293103,0.8552,0.9932,0.5369,0.819,47.65,96.19,,,0,0,0.0,,0.0,0.0
V-00216,vehicle,13.356707,78.223497,0.3314,0.6065,0.2385,0.5909,62.58,58.18,,,0,0,0.0,,0.0,0.0
V-00217,vehicle,15.551555,74.989425,0.4205,0.607,0.3586,0.467,64.76,33.83,,,0,0,0.0,,0.0,0.0
V-00218,vehicle,13.072606,76.822879,0.2689,0.3141,0.1795,0.5191,65.63,45.21,,,0,0,0.0,,0.0,0.0
V-00219,vehicle,13.351872,74.811747,0.1178,0.3814,0.21,0.3544,76.78,50.08,,,0,0,0.0,,0.0,0.0
V-00220,vehicle,15.877724,74.531943,0.209,0.51,0.1935,0.6886,53.81,46.6,,,0,0,0.0,,0.0,0.0
V-00221,vehicle,25.238041,55.31533,0.4933,0.3494,0.1284,0.4031,68.92,56.13,,,0,0,0.0,,0.0,0.0
V-00222,vehicle,25.234449,55.271246,0.2561,0.279,0.0739,0.2452,69.05,81.23,,,0,0,0.0,,0.0,0.0
V-00223,ship,19.334368,61.226119,0.1792,0.1844,0.1646,0.1066,14.88,55.19,Karnataka-SouthernCurve-Dubai,CONVOY-255,3,1,0.85,moderate,0.0,0.6957
V-00224,vehicle,25.266907,55.293442,0.8121,0.5431,0.1964,0.6236,36.97,63.64,,,0,0,0.0,,0.0,0.0
V-00225,vehicle,25.156023,55.159939,0.3708,0.4282,0.1041,0.3775,63.21,88.49,,,0,0,0.0,,0.0,0.0
V-00226,vehicle,25.101902,55.340357,0.915,0.8182,0.3602,0.6269,41.91,90.73,,,0,0,0.0,,0.0,0.0
V-00227,vehicle,25.080939,55.157696,0.5067,0.4141,0.1268,0.3464,63.38,65.58,,,0,0,0.0,,0.0,0.0
V-00228,vehicle,25.078094,55.133811,0.3629,0.4812,0.1263,0.5207,60.87,78.58,,,0,0,0.0,,0.0,0.0
V-00229,vehicle,14.941019,74.978184,0.1362,0.5658,0.2097,0.2828,73.6,92.12,,,0,0,0.0,,0.0,0.0
V-00230,vehicle,25.068014,55.118213,0.2124,0.1581,0.0702,0.4225,52.79,71.89,,,0,0,0.0,,0.0,0.0
V-00231,vehicle,13.83124,74.849388,0.429,0.7422,0.3225,0.7563,59.49,71.42,,,0,0,0.0,,0.0,0.0
V-00232,vehicle,25.307695,55.290364,0.2888,0.2646,0.0401,0.3316,78.64,89.63,,,0,0,0.0,,0.0,0.0
V-00233,vehicle,15.792617,74.241119,0.2918,0.551,0.3654,0.7865,48.16,42.97,,,0,0,0.0,,0.0,0.0
V-00234,vehicle,25.116279,55.19305,0.8043,0.4799,0.2949,0.6463,37.45,48.27,,,0,0,0.0,,0.0,0.0
V-00235,vehicle,25.070575,55.1,0.1352,0.1953,0.0981,0.4697,54.16,28.25,,,0,0,0.0,,0.0,0.0
V-00236,vehicle,25.14476,55.226403,0.7919,0.6201,0.1727,0.4934,52.23,88.8,,,0,0,0.0,,0.0,0.0
V-00237,vehicle,15.386759,74.433303,0.175,0.5073,0.2197,0.547,53.78,31.15,,,0,0,0.0,,0.0,0.0
V-00238,vehicle,25.193011,55.225058,0.3282,0.2056,0.0646,0.3522,58.22,60.95,,,0,0,0.0,,0.0,0.0
V-00239,vehicle,25.179071,55.267922,0.1288,0.2745,0.0839,0.2468,77.96,82.35,,,0,0,0.0,,0.0,0.0
V-00240,vehicle,15.916398,74.577384,0.3974,0.6715,0.2383,0.6143,58.34,23.38,,,0,0,0.0,,0.0,0.0
V-00241,vehicle,25.259802,55.317608,0.2885,0.2439,0.0571,0.3896,68.52,91.82,,,0,0,0.0,,0.0,0.0
V-00242,vehicle,25.07953,55.164164,0.121,0.2048,0.0315,0.3605,75.99,67.05,,,0,0,0.0,,0.0,0.0
V-00243,vehicle,25.115145,55.344927,0.8135,0.5342,0.1776,0.5155,49.45,88.86,,,0,0,0.0,,0.0,0.0
V-00244,ship,16.62389,64.824974,0.34,0.3193,0.2459,0.2074,13.35,56.87,Karnataka-SouthernCurve-Dubai,CONVOY-171,4,3,1.78,moderate,0.0,0.4782
V-00245,vehicle,12.689696,75.270689,0.2183,0.4779,0.1303,0.4043,75.46,82.65,,,0,0,0.0,,0.0,0.0
V-00246,vehicle,16.017641,74.446446,0.4535,0.7096,0.342,0.774,65.74,73.56,,,0,0,0.0,,0.0,0.0
V-00247,vehicle,25.103844,55.1,0.9894,0.5633,0.4504,0.5202,37.79,69.81,,,0,0,0.0,,0.0,0.0
V-00248,vehicle,25.097135,55.13729,0.8191,0.5789,0.1719,0.5394,39.52,44.45,,,0,0,0.0,,0.0,0.0
V-00249,vehicle,15.92922,74.672904,0.483,0.5377,0.3971,0.892,62.05,79.89,,,0,0,0.0,,0.0,0.0
V-00250,vehicle,25.154317,55.211983,0.1603,0.2975,0.0746,0.415,75.22,84.96,,,0,0,0.0,,0.0,0.0
V-00251,vehicle,25.135224,55.188155,0.9872,0.7921,0.2639,0.6111,42.15,53.78,,,0,0,0.0,,0.0,0.0
V-00252,vehicle,14.124243,76.472181,0.2959,0.7235,0.227,0.7597,58.33,23.32,,,0,0,0.0,,0.0,0.0
V-00253,vehicle,12.676491,75.58835,0.1233,0.4648,0.1966,0.5236,71.09,38.61,,,0,0,0.0,,0.0,0.0
V-00254,vehicle,15.703998,74.701921,0.7739,0.9573,0.9479,0.7915,37.57,75.46,,,0,0,0.0,,0.0,0.0
V-00255,vehicle,25.138286,55.22976,0.2445,0.1878,0.0472,0.3565,61.43,78.66,,,0,0,0.0,,0.0,0.0
V-00256,vehicle,25.156856,55.37,0.5207,0.4659,0.0993,0.3337,49.19,48.13,,,0,0,0.0,,0.0,0.0
V-00257,vehicle,13.916959,76.279007,0.731,0.962,0.7266,1.0,33.48,82.99,,,0,0,0.0,,0.0,0.0
V-00258,vehicle,13.694562,75.327111,0.2885,0.6976,0.2719,0.7164,62.08,90.15,,,0,0,0.0,,0.0,0.0
V-00259,vehicle,13.688335,76.856953,0.1836,0.4783,0.1012,0.7578,51.71,56.85,,,0,0,0.0,,0.0,0.0
V-00260,vehicle,25.227498,55.246273,0.1795,0.2234,0.0303,0.2558,71.87,99.09,,,0,0,0.0,,0.0,0.0
V-00261,vehicle,25.189781,55.281338,0.1501,0.304,0.0939,0.438,56.67,98.39,,,0,0,0.0,,0.0,0.0
V-00262,vehicle,25.185997,55.382871,0.9735,0.5948,0.4448,0.461,35.35,84.98,,,0,0,0.0,,0.0,0.0
V-00263,vehicle,15.909491,74.431647,0.1478,0.5167,0.1021,0.4767,55.07,75.06,,,0,0,0.0,,0.0,0.0
V-00264,vehicle,25.239446,55.324263,0.7996,0.5706,0.2472,0.457,55.6,56.4,,,0,0,0.0,,0.0,0.0
V-00265,vehicle,25.097936,55.146642,0.7669,0.6329,0.254,0.5383,52.51,61.17,,,0,0,0.0,,0.0,0.0
V-00266,vehicle,25.05,55.110223,0.6085,0.3781,0.1469,0.4471,53.78,42.89,,,0,0,0.0,,0.0,0.0
V-00267,vehicle,15.137686,76.752717,0.235,0.3262,0.1909,0.793,63.95,58.94,,,0,0,0.0,,0.0,0.0
V-00268,vehicle,13.68301,77.090609,0.22,0.3624,0.1421,0.5404,55.31,36.49,,,0,0,0.0,,0.0,0.0
V-00269,vehicle,12.966789,77.207075,0.7129,0.9536,0.7021,0.7071,37.81,98.92,,,0,0,0.0,,0.0,0.0
V-00270,vehicle,12.739255,76.808607,0.6043,0.5024,0.1749,0.5302,59.9,25.68,,,0,0,0.0,,0.0,0.0
V-00271,vehicle,13.408407,77.644758,0.6122,0.5103,0.2969,0.724,50.23,81.6,,,0,0,0.0,,0.0,0.0
V-00272,vehicle,25.10726,55.215646,0.6186,0.4377,0.071,0.478,62.28,29.22,,,0,0,0.0,,0.0,0.0
V-00273,vehicle,25.136607,55.188558,0.7685,0.6448,0.1504,0.5488,49.54,73.38,,,0,0,0.0,,0.0,0.0
V-00274,vehicle,14.229174,75.893062,0.9288,0.9683,0.8056,0.9403,35.03,53.57,,,0,0,0.0,,0.0,0.0
V-00275,ship,16.487288,64.7586,0.1074,0.1978,0.1365,0.0966,12.37,39.69,Karnataka-SouthernCurve-Dubai,CONVOY-272,5,1,1.34,calm,0.0,0.4738
V-00276,vehicle,15.823769,74.563895,0.4465,0.5894,0.2299,0.7195,60.24,22.0,,,0,0,0.0,,0.0,0.0
V-00277,vehicle,25.291018,55.304375,0.1933,0.2498,0.0144,0.4117,69.12,41.72,,,0,0,0.0,,0.0,0.0
V-00278,vehicle,25.205399,55.226422,0.2682,0.2292,0.0562,0.3549,75.28,58.66,,,0,0,0.0,,0.0,0.0
V-00279,vehicle,13.166282,76.319507,0.3527,0.5701,0.1816,0.6316,62.69,83.64,,,0,0,0.0,,0.0,0.0
V-00280,vehicle,12.60229,76.840265,0.258,0.3157,0.1883,0.5315,66.49,99.85,,,0,0,0.0,,0.0,0.0
V-00281,vehicle,25.083707,55.12143,0.4079,0.292,0.0846,0.4737,53.69,55.73,,,0,0,0.0,,0.0,0.0
V-00282,vehicle,12.401431,76.424663,0.1442,0.5627,0.2064,0.6046,51.85,52.24,,,0,0,0.0,,0.0,0.0
V-00283,vehicle,25.125325,55.378132,0.9197,0.6891,0.5768,0.6896,40.01,52.09,,,0,0,0.0,,0.0,0.0
V-00284,vehicle,14.780344,75.652188,0.4613,0.5567,0.2182,0.6915,41.0,52.91,,,0,0,0.0,,0.0,0.0
V-00285,vehicle,25.100818,55.190688,0.2805,0.1994,0.0457,0.3304,59.21,98.83,,,0,0,0.0,,0.0,0.0
V-00286,vehicle,25.094142,55.1,0.8086,0.5802,0.2062,0.4687,57.18,55.55,,,0,0,0.0,,0.0,0.0
V-00287,vehicle,14.843868,75.294491,0.0872,0.4265,0.2339,0.4731,63.36,35.3,,,0,0,0.0,,0.0,0.0
V-00288,vehicle,25.256196,55.288013,0.8181,0.5549,0.1254,0.4398,48.98,58.52,,,0,0,0.0,,0.0,0.0
V-00289,vehicle,25.088409,55.191796,0.5201,0.3139,0.1396,0.4588,45.52,22.34,,,0,0,0.0,,0.0,0.0
V-00290,vehicle,15.630177,74.9581,0.8609,0.8666,0.6859,0.6856,31.62,27.6,,,0,0,0.0,,0.0,0.0
V-00291,vehicle,13.340102,77.943639,0.4104,0.6206,0.1977,0.5914,67.92,66.79,,,0,0,0.0,,0.0,0.0
V-00292,vehicle,13.965515,75.333629,0.5561,0.7846,0.5129,0.7615,41.73,34.32,,,0,0,0.0,,0.0,0.0
V-00293,vehicle,13.1021,76.485508,0.8147,0.9096,0.7832,0.6494,48.07,68.09,,,0,0,0.0,,0.0,0.0
V-00294,ship,16.729334,64.66742,0.9709,0.5227,0.5451,0.2019,12.19,52.33,Karnataka-SouthernCurve-Dubai,CONVOY-078,2,1,2.65,calm,0.0,0.484
V-00295,vehicle,25.09369,55.32799,0.235,0.1633,0.0272,0.3577,68.93,61.27,,,0,0,0.0,,0.0,0.0
V-00296,vehicle,13.611304,77.098556,0.1564,0.554,0.2179,0.6973,78.97,68.2,,,0,0,0.0,,0.0,0.0
V-00297,vehicle,15.433708,76.688091,0.2905,0.687,0.2914,0.8279,49.6,86.27,,,0,0,0.0,,0.0,0.0
V-00298,vehicle,12.882723,76.43905,0.3916,0.7072,0.2794,0.5737,54.09,61.35,,,0,0,0.0,,0.0,0.0
V-00299,vehicle,15.575217,75.526526,0.1684,0.4948,0.127,0.5244,66.67,32.64,,,0,0,0.0,,0.0,0.0
V-00300,vehicle,12.115845,76.85041,0.9076,0.8008,0.6018,0.8315,34.45,84.05,,,0,0,0.0,,0.0,0.0
V-00301,vehicle,16.5,74.370546,0.8796,0.9419,0.553,0.8636,31.34,36.63,,,0,0,0.0,,0.0,0.0
V-00302,vehicle,15.213934,76.617246,0.3887,0.6244,0.215,0.4394,64.34,38.92,,,0,0,0.0,,0.0,0.0
V-00303,vehicle,25.189266,55.45,0.7569,0.6456,0.1808,0.5135,44.68,81.75,,,0,0,0.0,,0.0,0.0
V-00304,vehicle,13.074301,76.03308,0.1139,0.4635,0.0921,0.5497,51.96,49.93,,,0,0,0.0,,0.0,0.0
V-00305,vehicle,25.202862,55.361433,0.0847,0.2446,0.0674,0.357,71.88,80.39,,,0,0,0.0,,0.0,0.0
V-00306,ship,19.867477,62.478672,0.1375,0.1906,0.1702,0.1194,12.96,97.01,Karnataka-Oman-Dubai,CONVOY-216,4,4,2.2,calm,0.0,0.6123
V-00307,vehicle,25.103435,55.195057,0.8113,0.511,0.2323,0.4071,52.65,77.59,,,0,0,0.0,,0.0,0.0
V-00308,vehicle,25.131993,55.386556,0.1496,0.2722,0.011,0.3402,75.56,34.85,,,0,0,0.0,,0.0,0.0
V-00309,vehicle,13.143218,77.548576,0.5943,0.5573,0.3998,0.6837,64.86,30.48,,,0,0,0.0,,0.0,0.0
V-00310,vehicle,15.1608,74.881175,0.8903,0.9018,0.5346,0.9331,39.27,46.41,,,0,0,0.0,,0.0,0.0
V-00311,vehicle,25.13524,55.405557,0.9384,0.7472,0.5618,0.4692,42.72,86.14,,,0,0,0.0,,0.0,0.0
V-00312,vehicle,25.243348,55.322179,0.3751,0.4298,0.1705,0.5159,47.18,75.4,,,0,0,0.0,,0.0,0.0
V-00313,vehicle,14.244552,75.71397,0.2919,0.7,0.2078,0.6806,56.79,67.79,,,0,0,0.0,,0.0,0.0
V-00314,vehicle,12.905411,75.008416,0.9393,0.804,0.5224,0.9974,35.28,58.17,,,0,0,0.0,,0.0,0.0
V-00315,vehicle,15.507669,76.129591,0.5713,0.7546,0.1652,0.7453,66.61,29.97,,,0,0,0.0,,0.0,0.0
V-00316,vehicle,15.443265,75.338863,0.1216,0.3431,0.1738,0.448,62.75,36.22,,,0,0,0.0,,0.0,0.0
V-00317,vehicle,15.773413,75.206978,0.3532,0.5272,0.3832,0.594,58.43,44.82,,,0,0,0.0,,0.0,0.0
V-00318,vehicle,14.620909,75.250388,0.715,0.9145,0.6258,0.7635,41.12,27.12,,,0,0,0.0,,0.0,0.0
V-00319,vehicle,12.967033,74.736432,0.5778,0.5924,0.2686,0.8181,50.68,35.5,,,0,0,0.0,,0.0,0.0
V-00320,vehicle,13.067011,77.521879,0.1744,0.2964,0.0699,0.5347,54.08,57.44,,,0,0,0.0,,0.0,0.0
V-00321,vehicle,14.061527,75.571729,0.1434,0.4038,0.1331,0.535,51.24,66.83,,,0,0,0.0,,0.0,0.0
V-00322,vehicle,14.434545,76.21691,0.5909,0.5065,0.2432,0.765,48.6,93.67,,,0,0,0.0,,0.0,0.0
V-00323,vehicle,25.089777,55.167907,0.8019,0.6449,0.1792,0.4832,41.16,27.31,,,0,0,0.0,,0.0,0.0
V-00324,vehicle,25.152228,55.212882,0.9496,0.8106,0.4129,0.505,40.26,21.57,,,0,0,0.0,,0.0,0.0
V-00325,vehicle,25.225,55.254229,0.4864,0.4692,0.1061,0.4337,61.28,36.59,,,0,0,0.0,,0.0,0.0
V-00326,ship,17.97511,65.172441,0.9808,0.5988,0.4216,0.0913,24.45,85.4,Karnataka-Oman-Dubai,CONVOY-075,5,5,2.98,moderate,0.0,0.4578
V-00327,vehicle,25.232206,55.307411,0.4031,0.3874,0.1467,0.4191,56.44,34.58,,,0,0,0.0,,0.0,0.0
V-00328,vehicle,14.424496,76.340502,0.4569,0.6082,0.3608,0.5825,66.4,81.59,,,0,0,0.0,,0.0,0.0
V-00329,vehicle,25.280507,55.266655,0.7969,0.6386,0.2277,0.5464,45.26,37.7,,,0,0,0.0,,0.0,0.0
V-00330,vehicle,14.731301,75.62298,0.6006,0.7889,0.617,0.8286,56.07,45.5,,,0,0,0.0,,0.0,0.0
V-00331,ship,17.505045,65.603592,0.3354,0.2667,0.1745,0.1251,15.2,50.22,Karnataka-Oman-Dubai,CONVOY-247,3,2,0.87,moderate,0.0,0.4315
V-00332,vehicle,25.169314,55.288063,0.1858,0.3218,0.0253,0.4145,55.56,92.23,,,0,0,0.0,,0.0,0.0
V-00333,vehicle,14.831692,77.309666,0.8632,0.9609,0.9521,0.6267,43.35,83.01,,,0,0,0.0,,0.0,0.0
V-00334,vehicle,15.394586,75.160439,0.2202,0.4474,0.1783,0.5211,65.53,82.34,,,0,0,0.0,,0.0,0.0
V-00335,vehicle,12.36267,76.827064,0.1729,0.4584,0.0654,0.4502,71.49,97.14,,,0,0,0.0,,0.0,0.0
V-00336,vehicle,25.15468,55.180628,0.3155,0.1548,0.0905,0.3418,69.51,86.45,,,0,0,0.0,,0.0,0.0
V-00337,vehicle,12.001892,76.527963,0.563,0.8833,0.5753,0.679,55.26,50.9,,,0,0,0.0,,0.0,0.0
V-00338,vehicle,15.640421,74.551606,0.5278,0.642,0.2291,0.6136,60.13,43.14,,,0,0,0.0,,0.0,0.0
V-00339,vehicle,12.555956,75.816228,0.5504,0.5712,0.2469,0.7246,65.04,79.02,,,0,0,0.0,,0.0,0.0
V-00340,ship,17.83697,63.159926,0.6126,0.327,0.1576,0.2135,11.39,89.2,Karnataka-SouthernCurve-Dubai,CONVOY-163,2,1,2.37,moderate,0.0,0.5891
V-00341,vehicle,12.300954,76.30136,0.1014,0.459,0.2357,0.5891,67.81,50.02,,,0,0,0.0,,0.0,0.0
V-00342,ship,18.939191,63.900809,0.8063,0.4261,0.3933,0.0554,23.5,73.05,Karnataka-MidSea-Dubai,CONVOY-127,2,1,2.54,calm,0.0,0.5186
V-00343,vehicle,15.838039,74.349837,0.2007,0.324,0.0682,0.2872,63.58,95.33,,,0,0,0.0,,0.0,0.0
V-00344,vehicle,13.573306,76.091157,0.4365,0.7125,0.3024,0.6187,51.02,59.25,,,0,0,0.0,,0.0,0.0
V-00345,vehicle,15.260305,76.076873,0.233,0.2826,0.1652,0.4166,60.28,34.0,,,0,0,0.0,,0.0,0.0
V-00346,ship,15.700916,65.933446,0.9789,0.5717,0.4683,0.0986,23.44,81.75,Karnataka-SouthernCurve-Dubai,CONVOY-079,5,3,1.87,calm,0.0,0.4049
V-00347,vehicle,25.168487,55.260251,0.7789,0.5528,0.2541,0.5948,48.02,89.36,,,0,0,0.0,,0.0,0.0
V-00348,ship,14.219057,69.735287,0.9785,0.5178,0.5925,0.1868,17.56,98.56,Karnataka-Oman-Dubai,CONVOY-122,4,2,3.38,calm,0.0,0.1414
V-00349,vehicle,13.33719,77.434879,0.5949,0.5174,0.3592,0.6523,62.07,29.48,,,0,0,0.0,,0.0,0.0
V-00350,vehicle,25.315473,55.29652,0.1201,0.2907,0.0348,0.3144,74.93,76.19,,,0,0,0.0,,0.0,0.0
V-00351,vehicle,13.205193,76.991588,0.4615,0.4843,0.2382,0.6523,62.57,90.21,,,0,0,0.0,,0.0,0.0
V-00352,vehicle,13.574014,75.209698,0.853,0.8565,0.9409,0.935,32.05,83.23,,,0,0,0.0,,0.0,0.0
V-00353,vehicle,25.149249,55.30662,0.4828,0.2548,0.1311,0.3227,65.27,57.07,,,0,0,0.0,,0.0,0.0
V-00354,vehicle,13.882853,75.605454,0.0811,0.4523,0.2094,0.6164,51.75,48.29,,,0,0,0.0,,0.0,0.0
V-00355,vehicle,25.189235,55.349101,0.1635,0.1234,0.088,0.3567,71.58,31.84,,,0,0,0.0,,0.0,0.0
V-00356,vehicle,15.696038,74.545218,0.6865,0.7469,0.3433,0.7146,50.18,78.77,,,0,0,0.0,,0.0,0.0
V-00357,vehicle,12.649933,77.444055,0.5225,0.7071,0.6966,0.8324,34.03,63.93,,,0,0,0.0,,0.0,0.0
V-00358,vehicle,25.210258,55.276486,0.1862,0.2989,0.0309,0.4474,55.86,54.03,,,0,0,0.0,,0.0,0.0
V-00359,vehicle,13.025263,77.644769,0.815,0.8288,0.7024,0.8104,32.52,29.32,,,0,0,0.0,,0.0,0.0
V-00360,vehicle,12.874583,77.611355,0.1202,0.4562,0.1995,0.6915,65.25,95.72,,,0,0,0.0,,0.0,0.0
V-00361,vehicle,15.670903,74.609489,0.1263,0.3857,0.1332,0.635,65.86,23.16,,,0,0,0.0,,0.0,0.0
V-00362,vehicle,15.115504,74.924165,0.3166,0.5067,0.3794,0.5987,57.52,35.13,,,0,0,0.0,,0.0,0.0
V-00363,vehicle,14.977157,76.756254,0.9456,0.8372,0.6108,0.7011,48.45,68.23,,,0,0,0.0,,0.0,0.0
V-00364,vehicle,25.084156,55.158289,0.3882,0.3352,0.1512,0.4013,63.27,52.0,,,0,0,0.0,,0.0,0.0
V-00365,vehicle,15.747057,75.174017,0.3219,0.6743,0.3291,0.6939,47.85,39.98,,,0,0,0.0,,0.0,0.0
V-00366,vehicle,15.337445,75.792613,0.2081,0.4633,0.2089,0.6546,72.68,50.65,,,0,0,0.0,,0.0,0.0
V-00367,ship,16.144598,65.501093,0.5984,0.3319,0.2302,0.1767,19.91,51.27,Karnataka-SouthernCurve-Dubai,CONVOY-166,2,2,1.89,moderate,0.0,0.4298
V-00368,vehicle,12.681356,74.839025,0.5747,0.7408,0.6342,0.6515,50.72,77.04,,,0,0,0.0,,0.0,0.0
V-00369,vehicle,14.243003,75.579992,0.1174,0.3421,0.1195,0.4811,75.99,31.34,,,0,0,0.0,,0.0,0.0
V-00370,vehicle,25.210456,55.321414,0.1533,0.2107,0.0891,0.4113,64.75,34.27,,,0,0,0.0,,0.0,0.0
V-00371,vehicle,14.220793,75.546157,0.8935,0.8569,0.5552,0.8301,37.33,26.32,,,0,0,0.0,,0.0,0.0
V-00372,vehicle,25.108129,55.275568,0.4457,0.2623,0.1091,0.4857,56.88,36.32,,,0,0,0.0,,0.0,0.0
V-00373,vehicle,15.115398,75.241288,0.0893,0.3945,0.214,0.5473,53.09,92.89,,,0,0,0.0,,0.0,0.0
V-00374,vehicle,15.97434,74.521455,0.8983,0.9958,0.9695,0.9318,34.44,59.97,,,0,0,0.0,,0.0,0.0
V-00375,vehicle,13.098056,77.318033,0.2248,0.5525,0.0682,0.5124,65.2,67.28,,,0,0,0.0,,0.0,0.0
V-00376,vehicle,15.256161,76.87101,0.7256,0.9408,0.8325,0.8229,48.91,31.54,,,0,0,0.0,,0.0,0.0
V-00377,vehicle,25.188043,55.327856,0.1117,0.2046,0.0523,0.446,73.96,22.61,,,0,0,0.0,,0.0,0.0
V-00378,vehicle,25.061879,55.147995,0.3397,0.3583,0.1222,0.3028,58.46,41.0,,,0,0,0.0,,0.0,0.0
V-00379,vehicle,14.850324,76.457164,0.2824,0.735,0.3898,0.7252,52.12,79.57,,,0,0,0.0,,0.0,0.0
V-00380,vehicle,15.191454,77.262481,0.1667,0.3202,0.1493,0.5419,64.32,24.66,,,0,0,0.0,,0.0,0.0
V-00381,vehicle,12.726856,74.739098,0.5961,0.75,0.3493,0.6052,51.75,71.72,,,0,0,0.0,,0.0,0.0
V-00382,ship,19.475916,63.126734,0.8165,0.4379,0.3262,0.1786,22.26,68.48,Karnataka-MidSea-Dubai,CONVOY-104,5,3,3.08,moderate,0.0,0.5604
V-00383,vehicle,25.100728,55.410195,0.5119,0.3041,0.1288,0.4274,66.48,54.2,,,0,0,0.0,,0.0,0.0
V-00384,vehicle,13.933062,75.430306,0.1628,0.2946,0.1313,0.5557,60.97,77.46,,,0,0,0.0,,0.0,0.0
V-00385,vehicle,25.279667,55.28859,0.5885,0.3961,0.1393,0.4264,55.52,46.28,,,0,0,0.0,,0.0,0.0
V-00386,vehicle,14.73762,77.252084,0.1179,0.3638,0.2068,0.6037,50.03,94.23,,,0,0,0.0,,0.0,0.0
V-00387,vehicle,15.146517,76.965866,0.6021,0.6395,0.176,0.7004,64.42,51.15,,,0,0,0.0,,0.0,0.0
V-00388,vehicle,25.10533,55.22114,0.446,0.3793,0.1732,0.2844,62.7,45.65,,,0,0,0.0,,0.0,0.0
V-00389,vehicle,15.580017,75.170744,0.788,0.8977,0.4,0.9364,42.29,44.89,,,0,0,0.0,,0.0,0.0
V-00390,vehicle,13.093967,76.758144,0.7669,0.9131,0.6936,0.7976,40.06,57.8,,,0,0,0.0,,0.0,0.0
V-00391,vehicle,25.208596,55.263727,0.818,0.5886,0.169,0.5417,59.29,33.65,,,0,0,0.0,,0.0,0.0
V-00392,vehicle,13.861484,76.443155,0.4123,0.5789,0.2326,0.725,46.87,87.51,,,0,0,0.0,,0.0,0.0
V-00393,vehicle,14.551535,75.940778,0.8852,0.9154,0.5627,1.0,34.67,84.08,,,0,0,0.0,,0.0,0.0
V-00394,vehicle,12.642356,74.751857,0.7444,0.7091,0.4794,0.7018,44.18,87.53,,,0,0,0.0,,0.0,0.0
V-00395,vehicle,25.26224,55.322016,0.7432,0.5628,0.3191,0.5104,43.94,38.77,,,0,0,0.0,,0.0,0.0
V-00396,vehicle,14.474002,75.425269,0.5963,0.5069,0.2392,0.9672,41.82,27.13,,,0,0,0.0,,0.0,0.0
V-00397,vehicle,25.070109,55.133461,0.154,0.2936,0.0616,0.3688,72.0,89.96,,,0,0,0.0,,0.0,0.0
V-00398,vehicle,13.733536,75.755383,0.1654,0.5689,0.1097,0.4685,61.29,85.02,,,0,0,0.0,,0.0,0.0
V-00399,vehicle,25.219923,55.319608,0.1596,0.2569,0.0328,0.4549,68.53,91.75,,,0,0,0.0,,0.0,0.0
V-00400,vehicle,14.319771,76.026798,0.7236,0.7012,0.465,0.7457,42.02,35.0,,,0,0,0.0,,0.0,0.0
V-00401,vehicle,14.294756,75.623397,0.1025,0.3679,0.0991,0.5511,62.48,34.28,,,0,0,0.0,,0.0,0.0
V-00402,vehicle,14.552044,75.668514,0.3448,0.705,0.3952,0.6373,65.47,74.61,,,0,0,0.0,,0.0,0.0
V-00403,vehicle,15.173767,75.218869,0.1455,0.3681,0.229,0.6714,60.78,82.8,,,0,0,0.0,,0.0,0.0
V-00404,vehicle,14.105702,75.769965,0.8887,0.8379,0.7967,0.7945,35.19,56.44,,,0,0,0.0,,0.0,0.0
V-00405,vehicle,15.695453,74.753675,0.0993,0.4558,0.1769,0.526,58.43,23.14,,,0,0,0.0,,0.0,0.0
